id,museum,name,inventory,size,details,era,technique,category,image_url,author,number_of_volume,engraved_or_handcopied
23799,上海博物馆,绍兴通宝小平（真书）,,,,宋,,货币,,,,
23800,上海博物馆,绍兴通宝折五（真书）,,,,宋,,货币,,,,
23801,上海博物馆,绍兴通宝折三（真书）,,,,宋,,货币,,,,
23802,上海博物馆,绍兴元宝小平（真书）,,,,宋,,货币,,,,
23803,上海博物馆,绍兴元宝折三（篆书）,,,,宋,,货币,,,,
23804,上海博物馆,绍兴元宝折二（篆书）,,,,宋,,货币,,,,
23805,上海博物馆,绍兴元宝折三（真书）,,,,宋,,货币,,,,
23806,上海博物馆,绍兴元宝折二（真书）,,,,宋,,货币,,,,
23807,上海博物馆,建炎重宝折十（篆书）,,,,宋,,货币,,,,
23808,上海博物馆,建炎通宝折五（篆书）,,,,宋,,货币,,,,
23809,上海博物馆,建炎通宝折三（篆书）,,,,宋,,货币,,,,
23810,上海博物馆,建炎通宝折二（篆书）,,,,宋,,货币,,,,
23811,上海博物馆,建炎通宝折五（真书）,,,,宋,,货币,,,,
23812,上海博物馆,建炎通宝折三（真书）,,,,宋,,货币,,,,
23813,上海博物馆,建炎通宝折二（真书）,,,,宋,,货币,,,,
23814,上海博物馆,建炎通宝小平（真书）,,,,宋,,货币,,,,
23815,上海博物馆,建炎通宝,,,,宋,,货币,,,,
23816,上海博物馆,靖康通宝小平（篆书）,,,,宋,,货币,,,,
23817,上海博物馆,靖康通宝小平（真书）,,,,宋,,货币,,,,
23818,上海博物馆,靖康元宝折二（篆书）,,,,宋,,货币,,,,
23819,上海博物馆,靖康元宝折二（隶书）,,,,宋,,货币,,,,
23820,上海博物馆,宣和通宝折二（篆书）,,,,宋,,货币,,,,
23821,上海博物馆,宣和通宝（篆书）,,,,宋,,货币,,,,
23822,上海博物馆,宣和通宝折二（隶书）,,,,宋,,货币,,,,
23823,上海博物馆,宣和通宝（折二）,,,,宋,,货币,,,,
23824,上海博物馆,宣和通宝小平（篆书）,,,,宋,,货币,,,,
23825,上海博物馆,宣和通宝小平（隶书）,,,,宋,,货币,,,,
23826,上海博物馆,宣和元宝小平（篆书）,,,,宋,,货币,,,,
23827,上海博物馆,宣和元宝小平（楷书）,,,,宋,,货币,,,,
23828,上海博物馆,重和通宝小平（楷书）,,,,宋,,货币,,,,
23829,上海博物馆,政和重宝折二（楷书）,,,,宋,,货币,,,,
23830,上海博物馆,政和通宝折二（篆书）,,,,宋,,货币,,,,
23831,上海博物馆,政和通宝折二（楷书）,,,,宋,,货币,,,,
23832,上海博物馆,政和通宝小平（篆书）,,,,宋,,货币,,,,
23833,上海博物馆,政和通宝（小平）,,,,宋,,货币,,,,
23834,上海博物馆,大观通宝（折三）,,,,宋,,货币,,,,
23835,上海博物馆,大观通宝（折二）,,,,宋,,货币,,,,
23836,上海博物馆,大观通宝（折五）,,,,宋,,货币,,,,
23837,上海博物馆,崇宁重宝（折十）,,,,宋,,货币,,,,
23838,上海博物馆,崇宁重宝,,,,宋,,货币,,,,
23839,上海博物馆,崇宁通宝（折十）,,,,宋,,货币,,,,
23840,上海博物馆,圣宋元宝折二（行书）,,,,宋,,货币,,,,
23841,上海博物馆,圣宋元宝折二（隶书）,,,,宋,,货币,,,,
23842,上海博物馆,圣宋元宝折二（篆书）,,,,宋,,货币,,,,
23843,上海博物馆,圣宋元宝小平（篆书）,,,,宋,,货币,,,,
23844,上海博物馆,圣宋元宝（篆书）,,,,宋,,货币,,,,
23845,上海博物馆,圣宋元宝（行书）,,,,宋,,货币,,,,
23846,上海博物馆,元符通宝折三（行书）,,,,宋,,货币,,,,
23847,上海博物馆,元符通宝折二（行书）,,,,宋,,货币,,,,
23848,上海博物馆,元符通宝折二（篆书）,,,,宋,,货币,,,,
23849,上海博物馆,元符通宝（篆书）,,,,宋,,货币,,,,
23850,上海博物馆,元符通宝小平（行书）,,,,宋,,货币,,,,
23851,上海博物馆,元符通宝（真书）,,,,宋,,货币,,,,
23852,上海博物馆,元符通宝（行书）,,,,宋,,货币,,,,
23853,上海博物馆,绍圣元宝折二（篆书）,,,,宋,,货币,,,,
23854,上海博物馆,绍圣元宝折二（行书）,,,,宋,,货币,,,,
23855,上海博物馆,绍圣元宝（篆书）,,,,宋,,货币,,,,
23856,上海博物馆,绍圣元宝小平（篆书）,,,,宋,,货币,,,,
23857,上海博物馆,绍圣元宝小平（行书）,,,,宋,,货币,,,,
23858,上海博物馆,绍圣元宝（行书）,,,,宋,,货币,,,,
23859,上海博物馆,元祐通宝折二（篆书）,,,,宋,,货币,,,,
23860,上海博物馆,元祐通宝折二（行书）,,,,宋,,货币,,,,
23861,上海博物馆,元祐通宝（篆书）,,,,宋,,货币,,,,
23862,上海博物馆,元祐通宝（行书）,,,,宋,,货币,,,,
23863,上海博物馆,元丰通宝折二（篆书）,,,,宋,,货币,,,,
23864,上海博物馆,元丰通宝（行书）,,,,宋,,货币,,,,
23865,上海博物馆,元丰通宝（篆书）,,,,宋,,货币,,,,
23866,上海博物馆,元丰通宝（隶书）,,,,宋,,货币,,,,
23867,上海博物馆,熙宁重宝,,,,宋,,货币,,,,
23868,上海博物馆,熙宁重宝（真书）,,,,宋,,货币,,,,
23869,上海博物馆,熙宁重宝（篆书）,,,,宋,,货币,,,,
23870,上海博物馆,熙宁重宝折二（真书）,,,,宋,,货币,,,,
23871,上海博物馆,熙宁元宝（篆书）,,,,宋,,货币,,,,
23872,上海博物馆,熙宁元宝（真书）,,,,宋,,货币,,,,
23873,上海博物馆,治平通宝（篆书）,,,,宋,,货币,,,,
23874,上海博物馆,冶平元宝,,,,宋,,货币,,,,
23875,上海博物馆,治平通宝（真书）,,,,宋,,货币,,,,
23876,上海博物馆,冶平元宝（篆书）,,,,宋,,货币,,,,
23877,上海博物馆,冶平元宝（真书）,,,,宋,,货币,,,,
23878,上海博物馆,嘉祐通宝,,,,宋,,货币,,,,
23879,上海博物馆,嘉祐通宝（篆书）,,,,宋,,货币,,,,
23880,上海博物馆,嘉祐通宝（真书）,,,,宋,,货币,,,,
23881,上海博物馆,嘉祐元宝（篆书）,,,,宋,,货币,,,,
23882,上海博物馆,嘉祐元宝,,,,宋,,货币,,,,
23883,上海博物馆,嘉祐元宝（真书）,,,,宋,,货币,,,,
23884,上海博物馆,至和通宝（篆书）,,,,宋,,货币,,,,
23885,上海博物馆,至和通宝,,,,宋,,货币,,,,
23886,上海博物馆,至和元宝（篆书）,,,,宋,,货币,,,,
23887,上海博物馆,至和元宝（真书）,,,,宋,,货币,,,,
23888,上海博物馆,至和元宝,,,,宋,,货币,,,,
23889,上海博物馆,庆历重宝,,,,宋,,货币,,,,
23890,上海博物馆,皇宋通宝（真书）,,,,宋,,货币,,,,
23891,上海博物馆,皇宋通宝（篆书）,,,,宋,,货币,,,,
23892,上海博物馆,皇宋通宝,,,,宋,,货币,,,,
23893,上海博物馆,皇宋通宝（楷书）,,,,宋,,货币,,,,
23894,上海博物馆,皇宋通宝（隶书）,,,,宋,,货币,,,,
23895,上海博物馆,景祐元宝,,,,宋,,货币,,,,
23896,上海博物馆,明道元宝（篆书）,,,,宋,,货币,,,,
23897,上海博物馆,明道元宝,,,,宋,,货币,,,,
23898,上海博物馆,明道元宝（真书）,,,,宋,,货币,,,,
23899,上海博物馆,天圣元宝折二（篆书）,,,,宋,,货币,,,,
23900,上海博物馆,天圣元宝（篆书）,,,,宋,,货币,,,,
23901,上海博物馆,天圣元宝（真书）,,,,宋,,货币,,,,
23902,上海博物馆,天禧通宝（折二）,,,,宋,,货币,,,,
23903,上海博物馆,天禧通宝,,,,宋,,货币,,,,
23904,上海博物馆,祥符通宝,,,,宋,,货币,,,,
23905,上海博物馆,祥符元宝（折二）,,,,宋,,货币,,,,
23906,上海博物馆,祥符元宝（折三）,,,,宋,,货币,,,,
23907,上海博物馆,咸平版,,,,宋,,货币,,,,
23908,上海博物馆,至道元宝（草书）,,,,宋,,货币,,,,
23909,上海博物馆,货布,,,,五代十国,,货币,,,,
23910,上海博物馆,唐国通宝,,,,五代十国,,货币,,,,
23911,上海博物馆,广政通宝,,,,五代十国,,货币,,,,
23912,上海博物馆,乾德元宝,,,,五代十国,,货币,,,,
23913,上海博物馆,光天元宝,,,,五代十国,,货币,,,,
23914,上海博物馆,通正元宝,,,,五代十国,,货币,,,,
23915,上海博物馆,周元通宝,,,,五代十国,,货币,,,,
23916,上海博物馆,回纥牟羽可汗泉,,,,唐,,货币,,,,
23917,上海博物馆,突骑施钱,,,,唐,,货币,,,,
23918,上海博物馆,顺天元宝,,,,唐,,货币,,,,
23919,上海博物馆,建中通宝,,,,唐,,货币,,,,
23920,上海博物馆,乾元重宝（当五十）,,,,唐,,货币,,,,
23921,上海博物馆,乾元重宝（当十）,,,,唐,,货币,,,,
23922,上海博物馆,太清丰乐,,,,六朝,,货币,,,,
23923,上海博物馆,太平百金,,,,六朝,,货币,,,,
23924,上海博物馆,定平一百,,,,晋,,货币,,,,
23925,上海博物馆,大泉五百,,,,三国,,货币,,,,
23926,上海博物馆,三国铸钱,,,,三国,,货币,,,,
23927,上海博物馆,直百,,,,三国,,货币,,,,
23928,上海博物馆,直百五铢,,,,三国,,货币,,,,
23929,上海博物馆,小五铢,,,,西汉,,货币,,,,
23930,上海博物馆,八铢半两,,,,汉,,货币,,,,
23931,上海博物馆,垣圜钱（传形）,,,,战国,,货币,,,,
23932,上海博物馆,方首刀,,,,战国,,货币,,,,
23933,上海博物馆,锐首刀,,,,战国,,货币,,,,
23934,上海博物馆,楚布,,,,战国,,货币,,,,
23935,上海博物馆,“山阳”圆肩方足布,,,,战国,,货币,,,,
23936,上海博物馆,“安阴”圆肩方足布,,,,战国,,货币,,,,
23937,上海博物馆,圆肩方足布,,,,战国,,货币,,,,
23938,上海博物馆,大泉五十,,,,战国,,货币,,,,
23939,上海博物馆,“安邑半釿”圆肩方足布（倒文）,,,,战国,,货币,,,,
23940,上海博物馆,“陕一釿”圆肩方足布（倒文）,,,,战国,,货币,,,,
23941,上海博物馆,“柢二釿”圆肩方足布（倒文）,,,,战国,,货币,,,,
23942,上海博物馆,“柢一釿”方肩方足布（倒文）,,,,战国,,货币,,,,
23943,上海博物馆,“柢半釿”方肩方足布（倒文）,,,,战国,,货币,,,,
23944,上海博物馆,“阴晋一釿”方肩方足布,,,,战国,,货币,,,,
23945,上海博物馆,“圁阳一釿”方肩方足布,,,,战国,,货币,,,,
23946,上海博物馆,“分布”方足布（倒文）,,,,战国,,货币,,,,
23947,上海博物馆,“百涅”锐角方足大布,,,,战国,,货币,,,,
23948,上海博物馆,“公”锐角方足布,,,,战国,,货币,,,,
23949,上海博物馆,“榦刀”方足布,,,,战国,,货币,,,,
23950,上海博物馆,“纕坪”方足布（小型）,,,,战国,,货币,,,,
23951,上海博物馆,“王氏”方足布（传形）,,,,战国,,货币,,,,
23952,上海博物馆,“北屈”方足布,,,,战国,,货币,,,,
23953,上海博物馆,“兹成”方足布,,,,战国,,货币,,,,
23954,上海博物馆,“兹”类圆足布,,,,战国,,货币,,,,
23955,上海博物馆,“易也”尖足布,,,,战国,,货币,,,,
23956,上海博物馆,“膚虎半”尖足布（传形）,,,,战国,,货币,,,,
23957,上海博物馆,“襄成”尖足布（传形）,,,,战国,,货币,,,,
23958,上海博物馆,斜肩弧足空首布,,,,春秋战国,,货币,,,,
23959,上海博物馆,“济釿”斜肩弧足空首布,,,,春秋,,货币,,,,
23960,上海博物馆,“武安”斜肩弧足空首布,,,,春秋,,货币,,,,
23961,上海博物馆,平肩弧足空首布,,,,春秋战国,,货币,,,,
23962,上海博物馆,“安周”平肩弧足空首布,,,,战国,,货币,,,,
23963,上海博物馆,“东周”平肩弧足空首布,,,,战国,,货币,,,,
23964,上海博物馆,“安臧”平肩弧足空首布,,,,战国,,货币,,,,
23965,上海博物馆,“南”平肩弧足空首布,,,,春秋,,货币,,,,
23966,上海博物馆,“一”平肩弧足空首布,,,,春秋,,货币,,,,
23967,上海博物馆,耸肩尖足空首布,,,,春秋战国,,货币,,,,
23968,上海博物馆,“一”耸肩尖足空首布,,,,春秋,,货币,,,,
23969,上海博物馆,根据地铸币,,,,现代,,货币,,,,
23970,上海博物馆,阜昌元宝,,,,宋,,货币,,,,
23971,上海博物馆,钱牌,,,,清,,货币,,,,
23972,上海博物馆,外国铸币,,,,近代,,货币,,,,
23973,上海博物馆,至正之宝,,,,元,,货币,,,,
23974,上海博物馆,平肩弧足空首布,,,,战国,,货币,,,,
23975,上海博物馆,斜肩弧足空首布,,,,战国,,货币,,,,
23976,上海博物馆,阜昌重宝,,,,宋,,货币,,,,
23977,上海博物馆,绍兴元宝,,,,宋,,货币,,,,
23978,上海博物馆,龙凤通宝,,,,元,,货币,,,,
23979,上海博物馆,耸肩尖足空首大布,,,,战国,,货币,,,,
23980,上海博物馆,银饼,,,,清,,货币,,,,
23981,上海博物馆,根据地纸币,,,,现代,,货币,,,,
23982,上海博物馆,中国人民银行纸币,,,,现代,,货币,,,,
23983,上海博物馆,根据地铸币,,,,现代,,货币,,,,
23984,上海博物馆,耸肩尖足空首布,,,,战国,,货币,,,,
23985,上海博物馆,平肩弧足空首布,,,,战国,,货币,,,,
23986,上海博物馆,斜肩弧足空首布,,,,战国,,货币,,,,
23987,上海博物馆,阜昌通宝,,,,宋,,货币,,,,
23988,上海博物馆,乾道元宝,,,,宋,,货币,,,,
23989,上海博物馆,咸丰重宝,,,,清,,货币,,,,
23990,上海博物馆,平肩弧足空首布,,,,春秋,,货币,,,,
23991,上海博物馆,斜肩弧足空首布,,,,春秋,,货币,,,,
23992,上海博物馆,湖南银币,,,,近代,,货币,,,,
23993,上海博物馆,湖北银币,,,,清,,货币,,,,
23994,上海博物馆,清代银币,,,,清,,货币,,,,
23995,上海博物馆,金属制币,,,,民国,,货币,,,,
23996,上海博物馆,银饼,,,,清,,货币,,,,
23997,上海博物馆,外国铸币,,,,近代,,货币,,,,
23998,上海博物馆,银锭,,,,清,,货币,,,,
23999,上海博物馆,湖南银币,,,,清,,货币,,,,
24000,上海博物馆,新疆银币,,,,清,,货币,,,,
24001,上海博物馆,新疆银币,,,,近代,,货币,,,,
24002,上海博物馆,北洋银币,,,,清,,货币,,,,
24003,上海博物馆,清代铸币,,,,清,,货币,,,,
24004,上海博物馆,半两钱范,,,,西汉,,货币,,,,
24005,上海博物馆,顾绣罗汉图册,,,,清,,织绣,,,,
24006,上海博物馆,凿,,,,商,,铜器,,,,
24007,上海博物馆,云纹矛,,,,西汉,,铜器,,,,
24008,上海博物馆,钺,,,,商,,铜器,,,,
24009,上海博物馆,铲,,,,战国,,铜器,,,,
24010,上海博物馆,耜,,,,西汉,,铜器,,,,
24011,上海博物馆,斧,,,,战国,,铜器,,,,
24012,上海博物馆,1933年中华苏维共和国国家银行五角券,,,,近现代,,革命文物,,,,
24013,上海博物馆,变形兽纹鼎,,,,春秋,,铜器,,,,
24014,上海博物馆,雷纹鐃,,,,春秋,,铜器,,,,
24015,上海博物馆,酱釉碗,,,,宋,,瓷器,,,,
24016,上海博物馆,马家窑文化四圈编织纹彩陶壶,,,,新石器时代,,陶器,,,,
24017,上海博物馆,仰韶文化半山型旋涡纹壶,,,,新石器时代,,陶器,,,,
24018,上海博物馆,扁茎剑,,,,战国,,铜器,,,,
24019,上海博物馆,戟,,,,战国,,铜器,,,,
24020,上海博物馆,斧,,,,春秋,,铜器,,,,
24021,上海博物馆,斧,,,,西周,,铜器,,,,
24022,上海博物馆,莲花方镜,,,,宋,,铜器,,,,
24023,上海博物馆,乙荣伍年铜炮,,,,清,,革命文物,,,,
24024,上海博物馆,藏族普明大日如来布本设色唐卡,,,,清,,少数民族工艺,,,,
24025,上海博物馆,锄,,,,春秋,,铜器,,,,
24026,上海博物馆,建州官押镜,,,,元,,铜器,,,,
24027,上海博物馆,湖州承相镜,,,,宋,,铜器,,,,
24028,上海博物馆,长治窑红绿彩花卉纹碗,,,,宋,,瓷器,,,,
24029,上海博物馆,光绪银币,,,,清,,货币,,,,
24030,上海博物馆,银饼,,,,近代,,货币,,,,
24031,上海博物馆,歧山县镜,,,,宋,,铜器,,,,
24032,上海博物馆,双凤镜,,,,唐,,铜器,,,,
24033,上海博物馆,卐字镜,,,,唐,,铜器,,,,
24034,上海博物馆,鸟兽葡萄镜,,,,唐,,铜器,,,,
24035,上海博物馆,洪洞官镜,,,,宋,,铜器,,,,
24036,上海博物馆,果州壕背镜,,,,宋,,铜器,,,,
24037,上海博物馆,镜,,,,宋,,铜器,,,,
24038,上海博物馆,越州徐家葵花镜,,,,宋,,铜器,,,,
24039,上海博物馆,白水县镜,,,,宋,,铜器,,,,
24040,上海博物馆,飞凤镜,,,,唐,,铜器,,,,
24041,上海博物馆,花枝镜,,,,西汉,,铜器,,,,
24042,上海博物馆,剑,,,,战国,,铜器,,,,
24043,上海博物馆,戈,,,,春秋,,铜器,,,,
24044,上海博物馆,戈,,,,商,,铜器,,,,
24045,上海博物馆,戈,,,,西周,,铜器,,,,
24046,上海博物馆,方内戈,,,,商,,铜器,,,,
24047,上海博物馆,刀,,,,战国,,铜器,,,,
24048,上海博物馆,李聪造佛铜像,,,,明,,铜器,,,,
24049,上海博物馆,弩机,,,,汉,,铜器,,,,
24050,上海博物馆,绹纹豆,,,,战国,,铜器,,,,
24051,上海博物馆,兽面纹觚,,,,商,,铜器,,,,
24052,上海博物馆,兽面纹鼎,,,,商,,铜器,,,,
24053,上海博物馆,釜,,,,宋-清,,铜器,,,,
24054,上海博物馆,锛,,,,西周,,铜器,,,,
24055,上海博物馆,锛,,,,春秋,,铜器,,,,
24056,上海博物馆,锄,,,,西周,,铜器,,,,
24057,上海博物馆,凿,,,,西周,,铜器,,,,
24058,上海博物馆,斤,,,,春秋,,铜器,,,,
24059,上海博物馆,鎒,,,,春秋,,铜器,,,,
24060,上海博物馆,镰,,,,春秋,,铜器,,,,
24061,上海博物馆,镰,,,,西周,,铜器,,,,
24062,上海博物馆,斧,,,,商,,铜器,,,,
24063,上海博物馆,铲,,,,西周,,铜器,,,,
24064,上海博物馆,锸,,,,春秋,,铜器,,,,
24065,上海博物馆,锸,,,,西周,,铜器,,,,
24066,上海博物馆,耜,,,,春秋,,铜器,,,,
24067,上海博物馆,耜,,,,西周,,铜器,,,,
24068,上海博物馆,晋鲜卑率善佰长,,,,晋,,玺印篆刻,,,,
24069,上海博物馆,晋率善羌邑长,,,,晋,,玺印篆刻,,,,
24070,上海博物馆,晋屠各率善佰长,,,,东晋,,玺印篆刻,,,,
24071,上海博物馆,中山司空,,,,汉,,玺印篆刻,,,,
24072,上海博物馆,晋率善氐佰长,,,,东晋,,玺印篆刻,,,,
24073,上海博物馆,魏乌丸率善佰长,,,,三国,,玺印篆刻,,,,
24074,上海博物馆,斯叟邑长,,,,三国-晋,,玺印篆刻,,,,
24075,上海博物馆,晋率善胡仟长,,,,东晋,,玺印篆刻,,,,
24076,上海博物馆,魏鲜卑率善佰长,,,,三国,,玺印篆刻,,,,
24077,上海博物馆,描金彩绘鸟兽纹瓷奖杯,,,,近代,,外国工艺,,,,
24078,上海博物馆,德国迈森蓝地描金堆花葡萄瓷盘,,,,近代,,外国工艺,,,,
24079,上海博物馆,彩石镶嵌风景石板画,,,,现代,,外国工艺,,,,
24080,上海博物馆,德国迈森青花双层瓷盆托烛台,,,,近代,,外国工艺,,,,
24081,上海博物馆,法国彩绘肖像瓷盘,,,,近代,,外国工艺,,,,
24082,上海博物馆,法国瓷塑人像,,,,近代,,外国工艺,,,,
24083,上海博物馆,法国彩绘人物瓷盘,,,,近代,,外国工艺,,,,
24084,上海博物馆,德国柏林彩绘人物瓷板画,,,,近代,,外国工艺,,,,
24085,上海博物馆,丹麦彩绘风景瓷瓶,,,,现代,,外国工艺,,,,
24086,上海博物馆,奥地利维也纳瓷塑女像,,,,近代,,外国工艺,,,,
24087,上海博物馆,仿埃及黑石雕头像,,,,近代,,外国工艺,,,,
24088,上海博物馆,景德镇窑绿釉印花海水纹缸,,,,现代,,瓷器,,,,
24089,上海博物馆,外国铸币,,,,现代,,货币,,,,
24090,上海博物馆,大清铜币,,,,清,,货币,,,,
24091,上海博物馆,陕西光绪元宝银币,,,,清,,货币,,,,
24092,上海博物馆,吉林光绪银币,,,,清,,货币,,,,
24093,上海博物馆,吉林光绪银币,,,,近代,,货币,,,,
24094,上海博物馆,光绪元宝,,,,清,,货币,,,,
24095,上海博物馆,宣统元宝,,,,清,,货币,,,,
24096,上海博物馆,闽浙赣苏维埃银币,,,,近代,,货币,,,,
24097,上海博物馆,金属制币,,,,近代,,货币,,,,
24098,上海博物馆,中华苏维埃共和国铜币,,,,近代,,货币,,,,
24099,上海博物馆,外蒙古铜币,,,,近代,,货币,,,,
24100,上海博物馆,东三省铜币,,,,近代,,货币,,,,
24101,上海博物馆,山西铜币,,,,近代,,货币,,,,
24102,上海博物馆,河南铜币,,,,近代,,货币,,,,
24103,上海博物馆,湖南铜币,,,,近代,,货币,,,,
24104,上海博物馆,福建铜币,,,,近代,,货币,,,,
24105,上海博物馆,四川铜币,,,,近代,,货币,,,,
24106,上海博物馆,江西铜币,,,,近代,,货币,,,,
24107,上海博物馆,宣统铜币,,,,近代,,货币,,,,
24108,上海博物馆,湖北铜币,,,,近代,,货币,,,,
24109,上海博物馆,大清铜币,,,,近代,,货币,,,,
24110,上海博物馆,安徽铜币,,,,近代,,货币,,,,
24111,上海博物馆,奉天省铜币,,,,近代,,货币,,,,
24112,上海博物馆,吉林铜币,,,,近代,,货币,,,,
24113,上海博物馆,江宁铜币,,,,近代,,货币,,,,
24114,上海博物馆,光绪铜币,,,,清,,货币,,,,
24115,上海博物馆,户部铜币,,,,近代,,货币,,,,
24116,上海博物馆,北洋铜币,,,,近代,,货币,,,,
24117,上海博物馆,光绪通宝,,,,清,,货币,,,,
24118,上海博物馆,宣统通宝,,,,清,,货币,,,,
24119,上海博物馆,嘉庆通宝,,,,清,,货币,,,,
24120,上海博物馆,乾隆通宝,,,,清,,货币,,,,
24121,上海博物馆,康熙通宝,,,,清,,货币,,,,
24122,上海博物馆,中国近代银币,,,,近代,,货币,,,,
24123,上海博物馆,近代纪念银币,,,,民国,,货币,,,,
24124,上海博物馆,中华苏维埃银币,,,,现代,,货币,,,,
24125,上海博物馆,近代纪念银币,,,,近代,,货币,,,,
24126,上海博物馆,云南省银币,,,,近代,,货币,,,,
24127,上海博物馆,四川省银币,,,,近代,,货币,,,,
24128,上海博物馆,湖北省银币,,,,近代,,货币,,,,
24129,上海博物馆,广东省银币,,,,近代,,货币,,,,
24130,上海博物馆,江南省银币,,,,近代,,货币,,,,
24131,上海博物馆,大清银币,,,,清,,货币,,,,
24132,上海博物馆,奉天省银币,,,,近代,,货币,,,,
24133,上海博物馆,东三省银币,,,,近代,,货币,,,,
24134,上海博物馆,北洋银币,,,,近代,,货币,,,,
24135,上海博物馆,吉林银币,,,,近代,,货币,,,,
24136,上海博物馆,近代铜币,,,,近代,,货币,,,,
24137,上海博物馆,1933年川陕省苏维埃政府工农银行三串,,,,近现代,,革命文物,,,,
24138,上海博物馆,建康府苑家镜,,,,宋,,铜器,,,,
24139,上海博物馆,天庆元宝,,,,宋,,货币,,,,
24140,上海博物馆,意大利镶嵌彩石风景石板画,,,,近代,,外国工艺,,,,
24141,上海博物馆,德国迈森青花瓷塑人物双层盘,,,,近代,,外国工艺,,,,
24142,上海博物馆,德国柏林青灰釉风景瓷挂盆,,,,现代,,外国工艺,,,,
24143,上海博物馆,彩绘玛丽·安东尼像瓷板画,,,,近代,,外国工艺,,,,
24144,上海博物馆,德国迈森青花瓷塑人物盆（男像）,,,,近代,,外国工艺,,,,
24145,上海博物馆,石狮,,,,唐,,刻石,,,,
24146,上海博物馆,盤底,,,,春秋,,铜器,,,,
24147,上海博物馆,伯康簋,,,,西周,,铜器,,,,
24148,上海博物馆,鎏金铜龙,,,,宋-清,,铜器,,,,
24149,上海博物馆,中宫行灯,,,,西汉,,铜器,,,,
24150,上海博物馆,司冦良父壶,,,,春秋,,铜器,,,,
24151,上海博物馆,景德镇窑粉彩婴戏图双耳瓶,,,,清道光,,瓷器,,,,
24152,上海博物馆,蟠兽团花鼎,,,,春秋,,铜器,,,,
24153,上海博物馆,镶嵌龙蛇辟兵带钩,,,,汉,,铜器,,,,
24154,上海博物馆,景德镇窑青花白龙纹盘,,,,明宣德,,瓷器,,,,
24155,上海博物馆,景德镇窑青花几何纹碗,,,,明宣德,,瓷器,,,,
24156,上海博物馆,勾当公事八字号之印,,,,元,,玺印篆刻,,,,
24157,上海博物馆,归化直第□指挥记,,,,宋,,玺印篆刻,,,,
24158,上海博物馆,平安家信,,,,宋,,玺印篆刻,,,,
24159,上海博物馆,王正彦印,,,,宋,,玺印篆刻,,,,
24160,上海博物馆,解,,,,东汉,,玺印篆刻,,,,
24161,上海博物馆,忘意,,,,东汉,,玺印篆刻,,,,
24162,上海博物馆,万,,,,汉,,玺印篆刻,,,,
24163,上海博物馆,杜子声,,,,东汉,,玺印篆刻,,,,
24164,上海博物馆,赵玄之印信,,,,东汉,,玺印篆刻,,,,
24165,上海博物馆,日利,,,,东汉,,玺印篆刻,,,,
24166,上海博物馆,杨通德印,,,,汉,,玺印篆刻,,,,
24167,上海博物馆,李习私印,,,,东汉,,玺印篆刻,,,,
24168,上海博物馆,爰□印信,,,,晋,,玺印篆刻,,,,
24169,上海博物馆,尤弘私印,,,,汉,,玺印篆刻,,,,
24170,上海博物馆,曾子宾,,,,西晋,,玺印篆刻,,,,
24171,上海博物馆,陈羡 六面印,,,,晋-南北朝,,玺印篆刻,,,,
24172,上海博物馆,枉况私印,,,,东汉,,玺印篆刻,,,,
24173,上海博物馆,臣鲵苍,,,,东汉,,玺印篆刻,,,,
24174,上海博物馆,番廉君,,,,东汉,,玺印篆刻,,,,
24175,上海博物馆,宋君次,,,,西汉,,玺印篆刻,,,,
24176,上海博物馆,王米,,,,战国,,玺印篆刻,,,,
24177,上海博物馆,程汤,,,,西汉,,玺印篆刻,,,,
24178,上海博物馆,陈忠,,,,西汉,,玺印篆刻,,,,
24179,上海博物馆,库记,,,,宋,,玺印篆刻,,,,
24180,上海博物馆,泠路私印,,,,西汉,,玺印篆刻,,,,
24181,上海博物馆,刑林,,,,西汉,,玺印篆刻,,,,
24182,上海博物馆,张信德印,,,,西汉,,玺印篆刻,,,,
24183,上海博物馆,□宗私印,,,,东汉,,玺印篆刻,,,,
24184,上海博物馆,吕禹之印 两面印,,,,汉,,玺印篆刻,,,,
24185,上海博物馆,得,,,,元,,玺印篆刻,,,,
24186,上海博物馆,李罗军 两面印,,,,汉,,玺印篆刻,,,,
24187,上海博物馆,上善言,,,,汉-三国,,玺印篆刻,,,,
24188,上海博物馆,杨贤,,,,汉,,玺印篆刻,,,,
24189,上海博物馆,耳丁□,,,,战国,,玺印篆刻,,,,
24190,上海博物馆,黄神之印,,,,东汉,,玺印篆刻,,,,
24191,上海博物馆,世辅 两面印,,,,宋,,玺印篆刻,,,,
24192,上海博物馆,双龙首玉璜,,,,春秋,,玉器,,,,
24193,上海博物馆,玉押,,,,宋,,玺印篆刻,,,,
24194,上海博物馆,玉押,,,,元,,玺印篆刻,,,,
24195,上海博物馆,龙纹玉带扣,,,,清,,玉器,,,,
24196,上海博物馆,玉刀,,,,夏,,玉器,,,,
24197,上海博物馆,玉琮,,,,商,,玉器,,,,
24198,上海博物馆,玉琮,,,,新石器时代,,玉器,,,,
24199,上海博物馆,谷纹玉璧,,,,汉,,玉器,,,,
24200,上海博物馆,玉璧,,,,新石器时代,,玉器,,,,
24201,上海博物馆,双耳玉炉,,,,明,,玉器,,,,
24202,上海博物馆,玉圭,,,,商,,玉器,,,,
24203,上海博物馆,玉圭,,,,新石器时代,,玉器,,,,
